design_id,mission_profile,cost_m_usd,weight_kg,modularity_pct,load_capacity_kg,life_expectancy_years,upgradeability_score,shielding_score,mobility_score,build_time_months,power_capacity_kw,data_throughput_gbps,radiation_tolerance_krad,feasibility_probability,flight_test_outcome,military_satisfaction,engineer_satisfaction,scientist_satisfaction,communications_satisfaction,overall_stakeholder_satisfaction,within_budget_500m,within_timeline_48mo,meets_min_feasibility_70pct,constraint_status,design_lineage,notes
SAT-0098,Scientific Research,462.5,1888.0,37.5,778.0,8.2,54.8,31.5,32.0,72,38,48.7,95.0,0.571,Fail,32.0,59.4,44.7,37.2,43.3,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0099,Security/Defense,647.5,2004.0,57.5,749.0,9.3,56.1,78.3,71.5,72,38,62.2,147.0,0.602,Pass,52.9,60.4,36.9,34.5,46.2,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0100,Security/Defense,563.4,2286.0,25.2,1071.0,10.0,18.7,103.1,41.6,72,38,72.6,231.0,0.728,Partial Pass,78.0,45.6,53.7,35.8,53.3,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0101,Earth Observation,663.6,3214.0,72.5,1179.0,9.5,100,59.6,35.6,72,38,86.8,152.0,0.52,Fail,40.1,74.1,51.2,56.2,55.4,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0102,Earth Observation,640.6,2677.0,52.6,1152.0,9.7,44.9,85.0,63.5,72,38,76.3,181.0,0.646,Fail,47.4,52.9,62.8,44.8,52.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0103,Communication,656.1,2784.0,73.0,1108.0,8.3,68.6,41.9,29.0,72,38,77.4,117.0,0.456,Fail,20.0,57.9,62.2,30.7,42.7,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0104,Multi-Purpose,631.5,3190.0,32.2,1345.0,6.0,68.8,43.2,77.2,72,38,83.1,134.0,0.556,Fail,44.3,62.2,63.2,53.9,55.9,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0105,Scientific Research,469.9,1684.0,46.9,670.0,8.1,52.8,33.3,58.8,72,38,39.3,70.0,0.686,Pass,45.0,57.4,47.7,30.7,45.2,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0106,GPS/Navigation,539.1,2076.0,58.6,858.0,9.0,67.2,37.8,35.8,72,38,63.4,74.0,0.408,Pass,27.4,47.9,45.6,43.3,41.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0107,GPS/Navigation,627.5,2641.0,61.8,1072.0,8.9,53.1,75.7,54.1,72,38,77.5,188.0,0.707,Partial Pass,51.9,63.8,47.1,35.3,49.5,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0108,Multi-Purpose,658.7,2076.0,79.7,1001.0,9.3,84.4,68.4,59.6,72,38,66.4,158.0,0.091,Fail,60.4,61.0,55.8,33.9,52.8,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0109,Multi-Purpose,605.6,2162.0,34.2,721.0,10.6,55.0,86.6,51.0,72,38,55.7,212.0,0.685,Pass,62.4,53.6,46.4,26.9,47.3,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0110,Earth Observation,516.2,1968.0,32.7,793.0,8.6,64.6,53.7,48.0,72,38,62.4,152.0,0.587,Partial Pass,42.3,62.8,43.8,41.4,47.6,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0111,Communication,428.2,1569.0,38.9,818.0,7.0,36.6,36.3,43.2,72,38,55.5,61.0,0.807,Pass,43.7,57.0,44.5,43.1,47.1,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0112,GPS/Navigation,524.2,2312.0,42.8,998.0,9.1,39.8,64.7,40.8,72,38,48.6,155.0,0.594,Partial Pass,45.0,59.6,40.2,34.5,44.8,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0113,Earth Observation,565.3,2404.0,34.5,1001.0,9.3,50.4,43.2,74.9,72,38,64.9,137.0,0.729,Pass,44.3,64.4,50.6,52.2,52.9,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0114,Earth Observation,558.0,1951.0,40.3,913.0,7.2,54.9,74.5,36.5,72,38,56.5,172.0,0.748,Pass,47.6,63.0,41.1,41.8,48.4,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0115,Earth Observation,634.8,2953.0,59.2,1100.0,10.9,47.3,81.5,34.0,72,38,75.6,200.0,0.636,Fail,58.7,57.1,43.5,40.6,50.0,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0116,Scientific Research,544.5,2098.0,39.7,877.0,8.9,54.7,58.5,81.5,72,38,50.7,149.0,0.425,Fail,59.8,47.3,48.5,32.1,46.9,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0117,Multi-Purpose,583.1,2504.0,52.1,1098.0,9.0,41.5,76.6,42.2,72,38,69.3,185.0,0.62,Fail,47.0,45.2,49.1,33.5,43.7,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0118,Earth Observation,469.1,1761.0,62.1,877.0,6.0,59.0,28.0,20.5,72,38,59.6,82.0,0.652,Fail,26.8,63.0,46.8,49.7,46.6,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0119,Multi-Purpose,534.0,1877.0,48.1,665.0,10.3,38.3,86.4,62.6,72,38,33.7,217.0,0.772,Pass,69.8,56.7,46.4,23.6,49.1,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0120,Communication,759.6,2805.0,92.6,718.0,10.2,71.3,84.6,22.5,72,38,49.1,195.0,0.05,Fail,35.0,53.4,35.7,21.0,36.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0121,Communication,464.3,1922.0,20.9,896.0,8.0,46.4,57.4,45.3,72,38,55.8,117.0,0.819,Pass,43.7,61.2,48.2,31.8,46.2,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0122,Multi-Purpose,559.5,1643.0,59.5,752.0,10.7,71.2,65.0,71.1,72,38,46.6,157.0,0.731,Fail,61.6,69.4,41.0,41.0,53.2,False,False,True,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0123,Multi-Purpose,472.6,1691.0,29.1,827.0,4.7,50.3,37.0,70.7,72,38,51.4,105.0,0.831,Pass,54.6,67.1,42.1,41.1,51.2,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0124,Multi-Purpose,395.4,1336.0,46.6,497.0,8.3,49.9,65.4,16.9,72,38,36.3,157.0,0.726,Pass,60.0,50.9,33.4,31.6,44.0,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0125,Earth Observation,645.6,2260.0,85.8,837.0,9.8,81.6,74.3,65.8,72,38,65.8,195.0,0.05,Pass,59.4,67.7,51.0,38.7,54.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0126,GPS/Navigation,436.7,1326.0,27.3,655.0,8.2,38.0,57.9,42.3,68.1,38,36.1,124.0,0.815,Partial Pass,47.6,55.4,38.1,18.0,39.8,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0127,Multi-Purpose,688.6,3114.0,49.6,1188.0,11.0,68.2,98,67.6,72,38,81.6,215.0,0.699,Fail,64.9,69.0,56.3,29.9,55.0,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0128,Multi-Purpose,591.9,2956.0,48.7,1239.0,8.5,47.7,53.6,51.2,72,38,81.6,124.0,0.662,Pass,34.8,53.8,60.7,51.7,50.2,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0129,Communication,634.5,3070.0,48.8,1031.0,9.4,61.3,78.3,35.7,72,38,69.5,172.0,0.691,Pass,52.8,64.6,48.9,46.4,53.2,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0130,Security/Defense,450.1,1766.0,5,946.0,9.4,29.8,94.1,14.2,72,38,77.5,245.0,0.774,Partial Pass,43.8,48.6,61.6,56.2,52.5,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline; Strong protection profile
SAT-0131,Communication,590.0,2951.0,26.2,1388.0,9.3,21.5,86.3,83.7,72,38,112.7,221.0,0.282,Fail,64.7,46.2,60.1,49.7,55.2,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0132,Security/Defense,428.9,1558.0,29.6,786.0,5.6,36.4,45.7,32.3,72,38,62.5,108.0,0.798,Pass,44.4,55.6,46.5,35.2,45.4,True,False,True,Needs Tradeoff Review,Baseline,Exceeds nominal timeline
SAT-0133,Communication,509.5,2302.0,28.0,1063.0,9.5,36.3,61.9,5,72,38,84.4,158.0,0.679,Pass,40.6,49.1,61.7,42.7,48.5,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0134,Security/Defense,551.3,2062.0,34.1,893.0,9.6,32.9,96.3,32.2,72,38,66.7,207.0,0.554,Pass,45.3,43.6,69.5,47.7,51.5,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0135,GPS/Navigation,530.6,2076.0,38.2,868.0,7.3,37.1,61.3,79.2,72,38,59.2,145.0,0.463,Pass,59.8,54.1,48.6,33.7,49.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0136,Earth Observation,539.3,2511.0,33.9,1048.0,6.4,37.8,41.1,63.6,72,38,68.5,122.0,0.653,Partial Pass,32.3,55.3,48.4,45.8,45.5,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0137,Scientific Research,611.8,2227.0,55.5,1029.0,5.7,86.1,72.3,54.0,72,38,73.0,165.0,0.609,Fail,54.7,64.3,56.1,44.8,55.0,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0138,Multi-Purpose,384.4,1270.0,24.6,510.0,9.9,34.8,85.2,52.7,72,38,32.9,189.0,0.791,Fail,70.8,50.9,34.8,36.1,48.1,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline; Strong protection profile
SAT-0139,Communication,476.1,1268.0,44.8,542.0,9.2,55.6,55.8,25.4,62.5,38,39.5,129.0,0.811,Pass,47.5,71.9,41.8,26.6,46.9,True,False,True,Needs Tradeoff Review,High-Modularity Variant,Exceeds nominal timeline
SAT-0140,Scientific Research,542.9,1965.0,25.4,891.0,8.2,61.7,64.9,54.7,72,38,63.7,145.0,0.655,Pass,49.6,56.5,44.6,37.6,47.1,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0141,Security/Defense,399.8,1836.0,5,1114.0,9.4,21.3,81.1,14.6,72,38,74.3,181.0,0.847,Fail,56.4,43.7,58.3,35.6,48.5,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline; Strong protection profile
SAT-0142,Communication,549.7,2688.0,48.0,1107.0,8.2,61.9,64.7,44.6,72,38,82.7,167.0,0.734,Partial Pass,41.2,63.9,58.0,50.2,53.3,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0143,GPS/Navigation,568.0,2485.0,34.2,1035.0,7.7,33.4,67.8,51.0,72,38,86.4,170.0,0.744,Pass,64.0,58.7,55.4,47.8,56.5,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0144,Multi-Purpose,560.8,2242.0,76.7,1002.0,8.1,73.3,32.4,36.9,72,38,75.4,68.0,0.214,Partial Pass,33.2,45.0,37.0,42.1,39.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0145,Multi-Purpose,531.4,2483.0,49.6,1342.0,7.4,69.9,31.6,47.2,72,38,91.4,99.0,0.75,Partial Pass,40.6,69.6,67.6,33.8,52.9,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0146,Earth Observation,457.2,1866.0,34.3,588.0,8.3,16.5,74.5,53.1,72,38,40.0,173.0,0.67,Partial Pass,54.5,53.6,38.4,33.9,45.1,True,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0147,Security/Defense,698.8,2779.0,41.2,1131.0,13.6,60.6,100.9,38.0,72,38,75.1,220.0,0.686,Pass,56.9,66.8,63.1,31.7,54.6,False,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0148,Earth Observation,450.5,790.0,49.9,416.0,6.5,70.0,49.4,61.8,56.1,35.7,22.6,133.0,0.749,Partial Pass,42.9,62.9,35.5,33.9,43.8,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0149,Earth Observation,522.7,2380.0,46.1,1254.0,8.4,48.0,53.3,60.2,72,38,88.6,107.0,0.68,Pass,51.8,55.9,69.0,46.7,55.8,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0150,Multi-Purpose,548.1,2412.0,44.4,987.0,7.6,60.7,33.7,65.1,72,38,65.2,87.0,0.55,Fail,32.6,56.2,57.8,52.8,49.9,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0151,GPS/Navigation,588.5,2309.0,48.1,789.0,9.6,47.0,77.9,74.9,72,38,62.2,198.0,0.798,Pass,59.3,64.2,52.9,29.0,51.4,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0152,Multi-Purpose,587.9,2336.0,54.3,992.0,7.2,43.7,59.0,68.2,72,38,50.5,136.0,0.565,Pass,57.7,65.2,52.1,40.6,53.9,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0153,Security/Defense,633.9,2070.0,76.1,631.0,7.6,79.8,57.5,26.0,72,38,53.2,128.0,0.223,Partial Pass,30.4,58.8,38.3,46.1,43.4,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0154,Security/Defense,525.6,1662.0,45.9,790.0,8.5,50.3,43.8,5,72,38,56.3,99.0,0.689,Fail,20.3,64.5,25.1,24.6,33.6,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0155,Multi-Purpose,519.8,2626.0,45.9,960.0,6.2,50.3,45.4,7.3,72,38,68.4,124.0,0.697,Fail,31.4,55.3,47.9,34.7,42.3,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0156,Communication,597.7,1968.0,54.8,679.0,9.9,72.6,93.9,5,72,38,45.7,219.0,0.78,Pass,56.0,56.4,46.9,46.1,51.4,False,False,True,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0157,Scientific Research,736.3,3334.0,95,1167.0,11.9,100,98,5,72,38,78.3,229.0,0.05,Partial Pass,37.3,61.6,42.9,51.3,48.3,False,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0158,Scientific Research,592.5,2347.0,63.5,917.0,10.6,74.1,75.3,40.3,72,38,61.2,169.0,0.645,Pass,45.0,58.9,54.6,46.0,51.1,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0159,GPS/Navigation,601.5,2063.0,80.3,759.0,7.6,64.6,37.0,52.3,72,38,67.0,82.0,0.139,Fail,38.4,52.8,43.4,36.4,42.8,False,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0160,Multi-Purpose,504.2,1309.0,47.7,607.0,8.1,58.2,39.8,67.2,72,38,41.0,106.0,0.704,Pass,56.9,60.8,37.7,28.9,46.1,False,False,True,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0161,Earth Observation,523.7,1900.0,52.4,773.0,8.6,61.8,50.3,37.6,72,38,54.5,145.0,0.722,Pass,52.1,69.7,46.2,41.2,52.3,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0162,Scientific Research,693.7,2490.0,92.9,875.0,9.6,97.4,65.7,45.8,72,38,60.2,144.0,0.05,Partial Pass,44.6,63.2,31.5,43.8,45.8,False,False,False,Infeasible Under Current Constraints,Baseline,Exceeds nominal budget; Exceeds nominal timeline
SAT-0163,Multi-Purpose,497.2,2030.0,32.9,815.0,7.1,46.6,57.4,35.2,72,38,58.5,136.0,0.723,Pass,40.5,62.0,44.7,26.5,43.4,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0164,Multi-Purpose,745.2,3127.0,73.7,1187.0,8.4,85.9,66.2,36.3,72,38,72.9,167.0,0.343,Fail,31.8,68.1,46.9,47.9,48.7,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0165,Scientific Research,491.6,2092.0,33.6,884.0,8.5,45.7,51.9,47.9,72,38,66.8,115.0,0.658,Pass,37.2,54.6,40.9,34.9,41.9,True,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal timeline
SAT-0166,Communication,514.9,2091.0,23.5,954.0,9.1,68.2,77.3,26.0,72,38,72.6,162.0,0.715,Pass,51.2,58.0,42.4,48.0,49.9,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0167,Communication,563.1,2623.0,38.5,1160.0,8.2,50.3,61.0,13.0,72,38,71.7,147.0,0.558,Pass,22.9,58.7,58.9,32.2,43.2,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0168,Earth Observation,508.9,2220.0,55.2,933.0,9.0,55.7,54.4,24.6,72,38,61.5,140.0,0.753,Fail,35.3,62.5,43.2,38.9,45.0,False,False,True,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0169,Communication,630.5,2667.0,61.2,1040.0,10.7,68.8,65.2,85.1,72,38,75.0,116.0,0.209,Pass,57.4,45.0,43.6,46.9,48.2,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0170,Security/Defense,535.5,1553.0,43.6,626.0,8.4,48.2,57.2,49.1,72,38,41.2,151.0,0.718,Partial Pass,43.8,64.4,33.2,34.5,44.0,False,False,True,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0171,GPS/Navigation,536.1,2834.0,27.0,1343.0,8.2,47.6,81.4,32.7,72,38,75.5,190.0,0.67,Pass,56.0,47.7,65.6,38.9,52.1,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline; Strong protection profile
SAT-0172,Multi-Purpose,462.9,1516.0,30.0,770.0,7.8,49.7,50.2,86.6,72,38,52.3,137.0,0.309,Partial Pass,48.0,47.3,43.4,37.1,43.9,True,False,False,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal timeline
SAT-0173,Security/Defense,433.5,1432.0,39.4,682.0,8.8,43.5,50.5,39.1,72,38,35.8,131.0,0.741,Partial Pass,48.9,69.6,47.6,23.7,47.4,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0174,GPS/Navigation,382.5,1158.0,39.9,703.0,8.3,35.8,33.1,45.9,68.3,38,52.5,74.0,0.757,Pass,37.5,56.1,39.8,33.3,41.7,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0175,Scientific Research,536.3,2096.0,53.3,942.0,7.0,52.6,56.0,71.7,72,38,69.9,98.0,0.651,Pass,54.0,56.0,42.9,39.1,48.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0176,Scientific Research,447.5,1519.0,38.7,570.0,8.0,78.5,44.2,30.4,72,38,50.0,90.0,0.594,Pass,53.4,64.4,29.2,47.8,48.7,True,False,False,Infeasible Under Current Constraints,High-Modularity Variant,Exceeds nominal timeline
SAT-0177,Communication,485.6,1557.0,32.2,727.0,5.1,34.1,54.3,79.7,72,38,59.1,169.0,0.518,Pass,55.8,44.7,32.1,40.3,43.2,True,False,False,Infeasible Under Current Constraints,Payload-Optimized Variant,Exceeds nominal timeline
SAT-0178,Communication,456.8,1626.0,32.2,692.0,9.3,45.3,75.6,5.2,72,38,50.7,179.0,0.781,Fail,51.3,55.2,36.0,37.0,44.9,True,False,True,Needs Tradeoff Review,Agile-Orbit Variant,Exceeds nominal timeline; Strong protection profile
SAT-0179,GPS/Navigation,423.7,1878.0,36.5,903.0,7.0,35.8,38.3,25.7,72,38,53.4,124.0,0.778,Pass,28.0,62.4,42.1,36.6,42.3,True,False,True,Needs Tradeoff Review,Shielded Variant,Exceeds nominal timeline
SAT-0180,Communication,500.1,1952.0,59.3,1103.0,9.6,79.9,24.5,36.3,72,38,78.7,75.0,0.59,Partial Pass,28.1,67.7,59.2,48.7,50.9,False,False,False,Infeasible Under Current Constraints,Shielded Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0181,GPS/Navigation,501.7,2706.0,15.9,1338.0,10.5,42.0,63.9,35.2,72,38,96.9,153.0,0.667,Partial Pass,45.3,52.8,70.0,35.8,51.0,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0182,Scientific Research,353.0,1216.0,24.1,760.0,6.5,21.9,53.4,36.6,64.1,38,45.1,143.0,0.794,Pass,47.9,55.3,58.1,19.5,45.2,True,False,True,Needs Tradeoff Review,Low-Cost Variant,Exceeds nominal timeline
SAT-0183,Communication,580.0,2400.0,63.0,1003.0,9.8,46.4,47.9,66.9,72,38,63.9,118.0,0.519,Fail,57.9,48.8,42.9,27.5,44.3,False,False,False,Infeasible Under Current Constraints,Low-Cost Variant,Exceeds nominal budget; Exceeds nominal timeline
SAT-0184,Earth Observation,529.8,1393.0,49.3,660.0,8.6,82.4,62.8,41.9,72,38,47.6,145.0,0.72,Pass,53.1,66.9,59.3,32.5,53.0,False,False,True,Infeasible Under Current Constraints,Agile-Orbit Variant,Exceeds nominal budget; Exceeds nominal timeline
